S No ,Medicine name,Salt Code,Salt name,Product ID,Product ID to be shown as Alternative,Note if same,Image link,Brand,MRP,Selling price,Discount,MRP of cheapest ,Savings ,Cheapest,Buy now button URL,Prescription required,Top Selling,Category,Sub Category,Packaging,Description,Storage,Side Effects,Precautions,Brand Code,Manufacturer address,Marketed by,Intro,Uses,Directions,Conten 4,Conten 5,Conten 6
152214,Pulmoclear Syrup 100 ML,40,ACEBROPHYLLINE (50 MG) + MENTHOL (2.5 MG) + TERBUTALINE (1.25 MG),A152214,A149218,,https://url.mcro.site/cache/plugins/filepreviewer/21837/4de765e3d4887c39397542c61185da6a67c2bbf83af61623eb92880adba0bbbc/280x280_middle.jpg,Fourrts India Laboratories Pvt. Ltd,138,110.4,20%,72,48%,No,Hi. Look Pulmoclear Syrup 100 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Pulmoclear Syrup 1 ML Works
 
Pulmoclear Syrup contains Terbutaline, Acebrophylline, and Guaifenesin. A bronchodilator, terbutaline is used to open up the airways. It works by relaxing and widening the muscles in the airways. Acebrophylline is a mucolytic, meaning it thins and loosens mucus (phlegm) to make coughing easier. Guaifenesin is an expectorant that helps to remove mucus (phlegm) from the airways by reducing its stickiness. They make breathing easier when used together.",,"Side effects of Pulmoclear Syrup 1 ML
 
The majority of side effects are minor and will go away as your body adjusts to the medicine. If they don't go away or you're concerned about them, see your doctor.
Adverse effects of Pulmoclear Syrup
Nausea
Diarrhea
Vomiting
Stomach pain
Loss of appetite
Constipation
Heartburn
Increased heart rate
Dizziness
Headache
Ras",,543,"1, Fourrts Ave, Annani Indira Nagar, Muttukkaranchavadi, Thoraipakkam, Tamil Nadu 697",Fourrts India Laboratories Pvt. Ltd,"About Pulmoclear Syrup 1 ML
 
Pulmoclear Syrup is used to treat mucus-producing cough. It thins mucus in the nose, windpipe, and lungs to make coughing easier. Runny nose, sneezing, itching, and watery eyes are also relieved.
Pulmoclear Syrup is taken with or without food, according to the doctor's instructions. The dose you receive will be determined by your medical condition and how you react to the medicine. You should continue to take this medicine for as long as your doctor advises. If you stop taking your medicine too soon, your symptoms may return and your condition may deteriorate. Tell your doctor about all other medicine you're taking, as some may interact with or be affected by this one.","Uses of Pulmoclear Syrup 1 ML
 
Pulmoclear Syrup is used in Treatment of Cough with mucus","Directions to use Pulmoclear Syrup 1 ML
 
Follow your doctor's instructions on the dosage and duration of this medicine. Before using, read the directions on the label. Take it orally after measuring it and give it a good shake. Pulmoclear Syrup can be taken with or without food, although it is best if you take it at the same time every day.",d,e,f
153652,Redux Drops 15 ML,41,ACECLOFENAC,A153652,A153652,This is already the recommended alternative,,Monichem Healthcare Pvt Ltd,26,20.8,20%,20.8,20%,Yes,Hi. Look Redux Drops 15 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,841,"Lane 6, Sai Chitra Nagar, lane Besides HPS Ramanthapur, Ramanthapur, Hyderabad, Telangana 513",Monichem Healthcare Pvt Ltd,,,,d,e,f
140834,Mahanac Plus Tablet 10,41,ACECLOFENAC,A140834,A153652,,,Zuventus Healthcare Ltd,27.62,22.1,20%,20.8,25%,No,Hi. Look Mahanac Plus Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,138,,Zuventus Healthcare Ltd,,,,d,e,f
134470,Hiodic Tablet 10,41,ACECLOFENAC,A134470,A153652,,,Keen Pharamceuticals,30,24,20%,20.8,31%,No,Hi. Look Hiodic Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,689,,Keen Pharamceuticals,,,,d,e,f
104455,Altraflam Gel 30 GM,41,ACECLOFENAC,A104455,A153652,,,Ranbaxy Laboratories Ltd,59,47.2,20%,20.8,65%,No,Hi. Look Altraflam Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,992,,Ranbaxy Laboratories Ltd,,,,d,e,f
147157,Octace Liniment 60 ML,42,ACECLOFENAC (1%W),A147157,A147157,This is already the recommended alternative,,Octane Biotech,98,78.4,20%,78.4,20%,Yes,Hi. Look Octace Liniment 60 ML is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,896,,Octane Biotech,,,,d,e,f
164623,Vinac Gel 30 GM,43,ACECLOFENAC (1.5 %),A164623,A164623,This is already the recommended alternative,,Noel Pharmaceuticals,35.7,28.56,20%,28.56,20%,Yes,Hi. Look Vinac Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,878,,Noel Pharmaceuticals,,,,d,e,f
158048,Starnac Gel 30 GM,43,ACECLOFENAC (1.5 %),A158048,A164623,,,Invision Medi Sciences,48.48,38.78,20%,28.56,41%,No,Hi. Look Starnac Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,66,"3rd Floor, No. 194/31/2/74-75, Begur Sub Zone, Behind Metro Wholesale, Beretena Agrahara, Bengaluru Bangalore - 561 Karnataka - India",Invision Medi Sciences,,,,d,e,f
104173,Alonac 1.5 % Gel 30 GM,43,ACECLOFENAC (1.5 %),A104173,A164623,,,East West Pharma,52.33,41.86,20%,28.56,45%,No,Hi. Look Alonac 1.5 % Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,473,"1(1) ERRABALU (CHETTY STREET) MANNADY, VOC NAGAR CHENNAI Chennai - 61 Tamil Nadu - India",East West Pharma,,,,d,e,f
146911,Nusaid Gel 20 GM,43,ACECLOFENAC (1.5 %),A146911,A164623,,,Molekule (ind)pvt Ltd,59,47.2,20%,28.56,52%,No,Hi. Look Nusaid Gel 20 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,84,,Molekule (ind)pvt Ltd,,,,d,e,f
101797,Acrub Gel 30 GM,43,ACECLOFENAC (1.5 %),A101797,A164623,,,Mmc Pharmaceuticals Ltd,60,48,20%,28.56,52%,No,Hi. Look Acrub Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,836,,Mmc Pharmaceuticals Ltd,,,,d,e,f
146908,Nusaid 1.5 % Gel 30 GM,43,ACECLOFENAC (1.5 %),A146908,A164623,,,Molekule (ind)pvt Ltd,71.42,57.14,20%,28.56,60%,No,Hi. Look Nusaid 1.5 % Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,84,,Molekule (ind)pvt Ltd,,,,d,e,f
107137,Ark Ap Gel 30 GM,43,ACECLOFENAC (1.5 %),A107137,A164623,,,Apex Laboratories Ltd.,76.97,61.58,20%,28.56,63%,No,Hi. Look Ark Ap Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Ark Ap Gel 3 GM Works
 
Ark Ap Gel is a non-steroidal anti-inflammatory drugs (NSAID). It acts by preventing the release of pain and inflammation-causing chemical messengers (redness and swelling).",,"Side effects of Ark Ap Gel 3 GM
 
The majority of side effects are minor and will go away as your body adjusts to the medicine. If they don't go away or you're concerned about them, see your doctor.
Adverse Effects of Ark Ap Gel
Application site irritation,
Edema (swelling),
Nausea,
Headache,
Dizziness,
Vomiting,
Itching,
Flatulence,
Indigestion",,16,"3RD FLOOR, SIDCO GARMENT COMPLEX GUINDY CHENNAI TAMIL NADU INDIA 632",Apex Laboratories Ltd.,"About Ark Ap Gel 3 GM
 
Ark-AP Gel is an analgesic that relieves pain. In rheumatoid arthritis, ankylosing spondylitis, and osteoarthritis, it efficiently reduces pain and inflammation. Rheumatic pain, joint pain, muscular pain, and musculoskeletal pain are all common uses for it.
Ark-AP Gel should only be used externally. Use it according to your doctor's instructions for dosage and duration. Before using the ointment, make sure the affected region is clean and dry. Unless your hands are the affected region, you must wash your hands after applying.","Uses of Ark Ap Gel 3 GM
 
Ark Ap Gel is used in the treatment of Pain relief","Directions to use Ark Ap Gel 3 GM
 
Ark Ap Gel should only be used externally. Use it according to your doctor's instructions for dosage and duration. Before using, read the directions on the label. Apply the gel after cleaning and drying the afflicted area. Unless your hands are the affected region, wash your hands after applying.",d,e,f
150916,Pliance Gel 30 GM,44,ACECLOFENAC (1.5 %) + CAPSAICIN (0.01 %) + LINSEED OIL (3 %) + MENTHOL (5 %) + METHYL SALICYLATE (10 %),A150916,A150916,This is already the recommended alternative,,Akumentis Healthcare Ltd,79,63.2,20%,63.2,20%,Yes,Hi. Look Pliance Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,77,,Akumentis Healthcare Ltd,,,,d,e,f
134338,Hifenac Gel 30 GM,44,ACECLOFENAC (1.5 %) + CAPSAICIN (0.01 %) + LINSEED OIL (3 %) + MENTHOL (5 %) + METHYL SALICYLATE (10 %),A134338,A150916,,https://url.mcro.site/cache/plugins/filepreviewer/15034/a06064883d8f0f34f58bee934b28cc53b744a4e9282bea892d6a64dd393b9c7d/280x280_middle.jpg,Intas Pharmaceuticals Ltd,105,84,20%,63.2,40%,No,Hi. Look Hifenac Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,"How Hifenac Gel 3 GM Works
 
Hifenac Gel is a non-steroidal anti-inflammatory drugs (NSAID) that acts by preventing the release of pain and inflammation-causing chemical messengers (redness and swelling).",,"Side effects of Hifenac Gel 3 GM
 
The majority of side effects are minor and will go away as your body adjusts to Hifenac Gel. If they don't go away or you're concerned about them, see your doctor.
Adverse effects of Hifenac Gel
Application site irritation",,653,"Corporate House, Near Sola Bridge, S. G. Highway, Thaltej, Ahmedabad 3854, Gujarat, India",Intas Pharmaceuticals Ltd,"About Hifenac Gel 3 GM
 
Hifenac Gel is a pain reliever. In rheumatoid arthritis, ankylosing spondylitis, and osteoarthritis, it efficiently reduces pain and inflammation. Rheumatic pain, joint pain, muscular pain, and musculoskeletal pain are all common uses for it.
Hifenac Gel should only be used externally. Use it according to your doctor's instructions for dosage and duration. Before using the ointment, make sure the affected region is clean and dry. Unless your hands are the affected region, you must wash your hands after applying.","Uses of Hifenac Gel 3 GM
 
Hifenac Gel is used as Pain reliever","Directions to use Hifenac Gel 3 GM
 
Hifenac Gel should only be used externally. Use it according to your doctor's instructions for dosage and duration. Before using, read the directions on the label. Apply the gel after cleaning and drying the afflicted area. Unless your hands are the affected region, wash your hands after applying.",d,e,f
135573,Inflagesic Gel 30 GM,45,ACECLOFENAC (1.5 %) + CAPSAICIN (3 %) + MENTHOL (5 %) + METHYL SALICYLATE (10 %),A135573,A135573,This is already the recommended alternative,,Themis Medicare Ltd.,60,48,20%,48,20%,Yes,Hi. Look Inflagesic Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1181,"11/12, Udyog Nagar Industrial Estate, SV Road, Goregaon West, Mumbai, Maharashtra 414",Themis Medicare Ltd.,,,,d,e,f
135529,Infalgesic Gel 30 GM,46,ACECLOFENAC (1.5 %) + CAPSAICIN (3 %) + MENTHOL (5 %) + METHYLSULFONYLMETHANE (10 %),A135529,A135529,This is already the recommended alternative,,Themis Medicare Ltd.,60,48,20%,48,20%,Yes,Hi. Look Infalgesic Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1181,,Themis Medicare Ltd.,,,,d,e,f
131189,Fortafen Gel 30 GM,47,ACECLOFENAC (1.5 %) + LINSEED OIL (3 %) + MENTHOL (1.25 %) + METHYL SALICYLATE (2.5 %),A131189,A131189,This is already the recommended alternative,,Alembic Ltd,33.75,27,20%,27,20%,Yes,Hi. Look Fortafen Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,88,"7c, Bhagoji Keer Marg, Bethany Co-Operative Housing Society, Mahim West, Mahim, Mumbai, Maharashtra 416",Alembic Ltd,,,,d,e,f
168063,Zynac Gel 30 GM,48,ACECLOFENAC (1.5 %) + LINSEED OIL (3 %) + MENTHOL (5 %) + METHYL SALICYLATE (10 %),A168063,A168063,This is already the recommended alternative,,Zydus Cadila,53.4,42.72,20%,42.72,20%,Yes,Hi. Look Zynac Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,139,,Zydus Cadila,,,,d,e,f
166937,Zerodol Gel 30 GM,48,ACECLOFENAC (1.5 %) + LINSEED OIL (3 %) + MENTHOL (5 %) + METHYL SALICYLATE (10 %),A166937,A168063,,,Ipca Laboratories Pvt Ltd.,151,120.8,20%,42.72,72%,No,Hi. Look Zerodol Gel 30 GM is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,661,,Ipca Laboratories Pvt Ltd.,,,,d,e,f
100462,Ac1 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A100462,A100462,This is already the recommended alternative,,Pharmasynth Formulations (p) Ltd,10,8,20%,8,20%,Yes,Hi. Look Ac1 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,951,"Plot No. 18-22, Sector-6B, SIDCUL Uttrakhand, Integrated Industrial Estate, Sector 5, Setor 8 A, BHEL Township, Haridwar, Uttarakhand 24943",Pharmasynth Formulations (p) Ltd,,,,d,e,f
108290,Atofen 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A108290,A100462,,,Zota Pharmaceuticals,10.81,8.65,20%,8,26%,No,Hi. Look Atofen 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,135,"8-G, 8th Floor, 56, Century Plaza, Anna Salai Teynampet, Chennai-618, Tamil Nadu, India",Zota Pharmaceuticals,,,,d,e,f
100975,Acetal 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A100975,A100462,,,Talent Healthcare,12,9.6,20%,8,33%,No,Hi. Look Acetal 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1168,,Talent Healthcare,,,,d,e,f
144985,Neofen 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A144985,A100462,,,Alkem Laboratories Ltd.,21,10.5,50%,8,62%,No,Hi. Look Neofen 100 MG Tablet 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,99,,Alkem Laboratories Ltd.,,,,d,e,f
135580,Inflanac 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A135580,A100462,,,Calibar Pharmaceuticals,14.43,11.54,20%,8,45%,No,Hi. Look Inflanac 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,346,,Calibar Pharmaceuticals,,,,d,e,f
100584,Acebloc 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A100584,A100462,,,Zydus Healthcare Ltd,14.48,11.58,20%,8,45%,No,Hi. Look Acebloc 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1311,,Zydus Healthcare Ltd,,,,d,e,f
100632,Aceclonij 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A100632,A100462,,,Sunij Pharma Pvt Ltd,14.74,11.79,20%,8,46%,No,Hi. Look Aceclonij 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1141,T1/B NATIONAL PARKGULBAI TEKRA AHMEDABAD GJ 3815 IN,Sunij Pharma Pvt Ltd,,,,d,e,f
100718,Aceforce 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A100718,A100462,,,Shreya Life Sciences Pvt. Ltd,15,12,20%,8,47%,No,Hi. Look Aceforce 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,193,,Shreya Life Sciences Pvt. Ltd,,,,d,e,f
131188,Fortafen 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A131188,A100462,,,Alembic Ltd,26.5,13.2,50%,8,70%,No,Hi. Look Fortafen 100 MG Tablet 10 is available at 50% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,88,"7c, Bhagoji Keer Marg, Bethany Co-Operative Housing Society, Mahim West, Mahim, Mumbai, Maharashtra 416",Alembic Ltd,,,,d,e,f
163728,Valdone Bcd 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A163728,A100462,,,Cadila Pharmaceuticals Ltd,17.5,14,20%,8,54%,No,Hi. Look Valdone Bcd 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,342,,Cadila Pharmaceuticals Ltd,,,,d,e,f
104109,Alnac 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A104109,A100462,,,Alka Pharma,18,14.4,20%,8,56%,No,Hi. Look Alnac 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,98,,Alka Pharma,,,,d,e,f
130422,Flanac 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A130422,A100462,,,Galpha Laboratories Ltd,18,14.4,20%,8,56%,No,Hi. Look Flanac 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,555,,Galpha Laboratories Ltd,,,,d,e,f
163207,Ultinac 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A163207,A100462,,,Bio Vitamins,18,14.4,20%,8,56%,No,Hi. Look Ultinac 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,276,,Bio Vitamins,,,,d,e,f
100602,Acec 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A100602,A100462,,,Intra Labs,18.72,14.98,20%,8,57%,No,Hi. Look Acec 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,658,,Intra Labs,,,,d,e,f
102023,Acuflam 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A102023,A100462,,,Alkem Laboratories Ltd.,19,15.2,20%,8,58%,No,Hi. Look Acuflam 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,99,"Alkem House, Senapati Bapat Marg, Lower Parel, Mumbai Maharashtra- 413",Alkem Laboratories Ltd.,,,,d,e,f
140833,Mahanac 100 MG Tablet 4,49,ACECLOFENAC (100 MG),A140833,A100462,,,Zuventus Healthcare Ltd,19,15.2,20%,8,58%,No,Hi. Look Mahanac 100 MG Tablet 4 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,138,,Zuventus Healthcare Ltd,,,,d,e,f
101500,Aclotec 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A101500,A100462,,,Targof Pure Drugs Td.,19.03,15.22,20%,8,58%,No,Hi. Look Aclotec 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,1171,"49,1A,PHASE II,MALLAPUR-,HYDERABAD-5 76. HYDERABAD-5 76. HYDERABAD-5 76. TG  IN",Targof Pure Drugs Td.,,,,d,e,f
126969,Eclonac 100 MG Tablet 10,49,ACECLOFENAC (100 MG),A126969,A100462,,,Jagsonpal Pharmaceuticals Ltd,19.43,15.54,20%,8,59%,No,Hi. Look Eclonac 100 MG Tablet 10 is available at 20% discount on DavaDekho.com,Yes,No,NA,NA,4 units in a pack,,,,,664,"T-21 J, Shahpur Jat,, New Delhi, Delhi, 1149",Jagsonpal Pharmaceuticals Ltd,,,,d,e,f
